size = 2030,
ITEM = {slot = 1, stringID = traptrack, amount = 1},
ITEM = {slot = 1825, stringID = sprucecandelabra, amount = 1},
ITEM = {slot = 1826, stringID = spideritechestplate, amount = 1},
ITEM = {slot = 1827, stringID = alchemyshard, amount = 1},
ITEM = {slot = 1828, stringID = piratetelescope, amount = 1},
ITEM = {slot = 1829, stringID = blueberry, amount = 1},
ITEM = {slot = 1830, stringID = caveglowalchemytable, amount = 1},
ITEM = {slot = 1831, stringID = sink, amount = 1},
ITEM = {slot = 1832, stringID = ascendedstaff, amount = 1},
ITEM = {slot = 1833, stringID = spiderheart, amount = 1},
ITEM = {slot = 1834, stringID = swampsludge, amount = 1},
ITEM = {slot = 1835, stringID = cornseed, amount = 1},
ITEM = {slot = 1836, stringID = goldore, amount = 1},
ITEM = {slot = 1837, stringID = eldershoes, amount = 1},
ITEM = {slot = 1838, stringID = petrock, amount = 1},
ITEM = {slot = 1839, stringID = pumpkinpie, amount = 1},
ITEM = {slot = 1840, stringID = spidercastlewallcandle, amount = 1},
ITEM = {slot = 1841, stringID = frostbow, amount = 1},
ITEM = {slot = 1842, stringID = dungeonbathtub, amount = 1},
ITEM = {slot = 1843, stringID = forge, amount = 1},
ITEM = {slot = 1844, stringID = simplebullet, amount = 1},
ITEM = {slot = 1845, stringID = dungeontoilet, amount = 1},
ITEM = {slot = 1846, stringID = attackspeedpotion, amount = 1},
ITEM = {slot = 1847, stringID = butcherscleaver, amount = 1},
ITEM = {slot = 1848, stringID = coin, amount = 1},
ITEM = {slot = 1849, stringID = strawtile, amount = 1},
ITEM = {slot = 1850, stringID = spideritespiderrock, amount = 1},
ITEM = {slot = 1851, stringID = copperspear, amount = 1},
ITEM = {slot = 1852, stringID = maplechair, amount = 1},
ITEM = {slot = 1853, stringID = ravenlordschestplate, amount = 1},
ITEM = {slot = 1854, stringID = animalkeepershirt, amount = 1},
ITEM = {slot = 1855, stringID = deepswampstonedoorlocked, amount = 1},
ITEM = {slot = 1856, stringID = meatballs, amount = 1},
ITEM = {slot = 1857, stringID = ninjarobe, amount = 1},
ITEM = {slot = 1858, stringID = reeds, amount = 1},
ITEM = {slot = 1859, stringID = tungstenoredeepsnowrock, amount = 1},
ITEM = {slot = 1860, stringID = honey, amount = 1},
ITEM = {slot = 1861, stringID = pinedoorlocked, amount = 1},
ITEM = {slot = 1862, stringID = skeletonstaff, amount = 1},
ITEM = {slot = 1863, stringID = pinecandelabra, amount = 1},
ITEM = {slot = 1864, stringID = spidercastlefloor, amount = 1},
ITEM = {slot = 1865, stringID = agedchampionshield, amount = 1},
ITEM = {slot = 1866, stringID = topazcluster, amount = 1},
ITEM = {slot = 1867, stringID = stone, amount = 1},
ITEM = {slot = 1868, stringID = copperorebasaltrock, amount = 1},
ITEM = {slot = 1869, stringID = duskboots, amount = 1},
ITEM = {slot = 1870, stringID = mysteriousportal, amount = 1},
ITEM = {slot = 1871, stringID = roastedfish, amount = 1},
ITEM = {slot = 1872, stringID = slimechestplate, amount = 1},
ITEM = {slot = 1873, stringID = minersbouquet, amount = 1},
ITEM = {slot = 1874, stringID = pinefloor, amount = 1},
ITEM = {slot = 1875, stringID = sandstonearrowtrap, amount = 1},
ITEM = {slot = 1876, stringID = deadwoodcandles, amount = 1},
ITEM = {slot = 1877, stringID = goldspear, amount = 1},
ITEM = {slot = 1878, stringID = ascendedbow, amount = 1},
ITEM = {slot = 1879, stringID = bonechest, amount = 1},
ITEM = {slot = 1880, stringID = dessertpancakes, amount = 1},
ITEM = {slot = 1881, stringID = frosthelmet, amount = 1},
ITEM = {slot = 1882, stringID = sack, amount = 1},
ITEM = {slot = 1883, stringID = spoiledfood, amount = 1},
ITEM = {slot = 1884, stringID = ironoreswamp, amount = 1},
ITEM = {slot = 1885, stringID = wallwindow, amount = 1},
ITEM = {slot = 1886, stringID = arcanichelmet, amount = 1},
ITEM = {slot = 1887, stringID = birchbench, amount = 1},
ITEM = {slot = 1888, stringID = slimegreatsword, amount = 1},
ITEM = {slot = 1889, stringID = stonepathtile, amount = 1},
ITEM = {slot = 1890, stringID = voidspear, amount = 1},
ITEM = {slot = 1891, stringID = fallenanvil, amount = 1},
ITEM = {slot = 1892, stringID = mummysbandage, amount = 1},
ITEM = {slot = 1893, stringID = mudtile, amount = 1},
ITEM = {slot = 1894, stringID = voidshard, amount = 1},
ITEM = {slot = 1895, stringID = largefishianbanner, amount = 1},
ITEM = {slot = 1896, stringID = emeraldmask, amount = 1},
ITEM = {slot = 1897, stringID = shadowhat, amount = 1},
ITEM = {slot = 1898, stringID = travelercloak, amount = 1},
ITEM = {slot = 1899, stringID = spidercastlecolumn, amount = 1},
ITEM = {slot = 1900, stringID = mapletoilet, amount = 1},
ITEM = {slot = 1901, stringID = woodshovel, amount = 1},
ITEM = {slot = 1902, stringID = snowstonewall, amount = 1},
ITEM = {slot = 1903, stringID = boneoffering, amount = 1},
ITEM = {slot = 1904, stringID = raspberry, amount = 1},
ITEM = {slot = 1905, stringID = heavyhammer, amount = 1},
ITEM = {slot = 1906, stringID = supporterchestplate, amount = 1},
ITEM = {slot = 1907, stringID = enchantedcollar, amount = 1},
ITEM = {slot = 1908, stringID = sugarbeet, amount = 1},
ITEM = {slot = 1909, stringID = unlabeledpotion, amount = 1},
ITEM = {slot = 1910, stringID = ironlamp, amount = 1},
ITEM = {slot = 1911, stringID = ironarrow, amount = 1},
ITEM = {slot = 1912, stringID = leather, amount = 1},
ITEM = {slot = 1913, stringID = granitecolumn, amount = 1},
ITEM = {slot = 1914, stringID = birchcabinet, amount = 1},
ITEM = {slot = 1915, stringID = ironshovel, amount = 1},
ITEM = {slot = 1916, stringID = paintingsnowcaveling, amount = 1},
ITEM = {slot = 1917, stringID = handgun, amount = 1},
ITEM = {slot = 1918, stringID = slimestaff, amount = 1},
ITEM = {slot = 1919, stringID = strawberrypie, amount = 1},
ITEM = {slot = 1920, stringID = bonechair, amount = 1},
ITEM = {slot = 1921, stringID = deepsnowrocktile, amount = 1},
ITEM = {slot = 1922, stringID = paintingsandstonecaveling, amount = 1},
ITEM = {slot = 1923, stringID = bonedinnertable, amount = 1},
ITEM = {slot = 1924, stringID = magicstilts, amount = 1},
ITEM = {slot = 1925, stringID = pinebookshelf, amount = 1},
ITEM = {slot = 1926, stringID = cryptfence, amount = 1},
ITEM = {slot = 1927, stringID = ironbow, amount = 1},
ITEM = {slot = 1928, stringID = deepsandstoneflametrap, amount = 1},
ITEM = {slot = 1929, stringID = palmdoublebed, amount = 1},
ITEM = {slot = 1930, stringID = trackerboot, amount = 1},
ITEM = {slot = 1931, stringID = leatherboots, amount = 1},
ITEM = {slot = 1932, stringID = dawnboots, amount = 1},
ITEM = {slot = 1933, stringID = ammobox, amount = 1},
ITEM = {slot = 1934, stringID = frostchestplate, amount = 1},
ITEM = {slot = 1935, stringID = rock, amount = 1},
ITEM = {slot = 1936, stringID = basaltpressureplate, amount = 1},
ITEM = {slot = 1937, stringID = katanastone, amount = 1},
ITEM = {slot = 1938, stringID = sandgraveltile, amount = 1},
ITEM = {slot = 1939, stringID = sprucelog, amount = 1},
ITEM = {slot = 1940, stringID = templependant, amount = 1},
ITEM = {slot = 1941, stringID = summonersbestiary, amount = 1},
ITEM = {slot = 1942, stringID = amethystclusterpure, amount = 1},
ITEM = {slot = 1943, stringID = bannerstand, amount = 1},
ITEM = {slot = 1944, stringID = sprinkler, amount = 1},
ITEM = {slot = 1945, stringID = feedingtrough, amount = 1},
ITEM = {slot = 1946, stringID = bouncingbullet, amount = 1},
ITEM = {slot = 1947, stringID = frostflame, amount = 1},
ITEM = {slot = 1948, stringID = chickenmask, amount = 1},
ITEM = {slot = 1949, stringID = granitepressureplate, amount = 1},
ITEM = {slot = 1950, stringID = crystalshield, amount = 1},
ITEM = {slot = 1951, stringID = overgrownplainsgrassseed, amount = 1},
ITEM = {slot = 1952, stringID = obsidianflametrap, amount = 1},
ITEM = {slot = 1953, stringID = spidercastlemodulartable, amount = 1},
ITEM = {slot = 1954, stringID = voidalchemytable, amount = 1},
ITEM = {slot = 1955, stringID = granitefloor, amount = 1},
ITEM = {slot = 1956, stringID = dirtydishes, amount = 1},
ITEM = {slot = 1957, stringID = willowdisplay, amount = 1},
ITEM = {slot = 1958, stringID = ancientfossilshovel, amount = 1},
ITEM = {slot = 1959, stringID = myceliumoredeepswamprock, amount = 1},
ITEM = {slot = 1960, stringID = goblinring, amount = 1},
ITEM = {slot = 1961, stringID = lemontree, amount = 1},
ITEM = {slot = 1962, stringID = andgate, amount = 1},
ITEM = {slot = 1963, stringID = granitewall, amount = 1},
ITEM = {slot = 1964, stringID = tungstensword, amount = 1},
ITEM = {slot = 1965, stringID = wildsalad, amount = 1},
ITEM = {slot = 1966, stringID = corn, amount = 1},
ITEM = {slot = 1967, stringID = onion, amount = 1},
ITEM = {slot = 1968, stringID = deepsandstonewall, amount = 1},
ITEM = {slot = 1969, stringID = copperoreswamp, amount = 1},
ITEM = {slot = 1970, stringID = slimehelmet, amount = 1},
ITEM = {slot = 1971, stringID = dungeonclock, amount = 1},
ITEM = {slot = 1972, stringID = mapledinnertable, amount = 1},
ITEM = {slot = 1973, stringID = birchdoublebed, amount = 1},
ITEM = {slot = 1974, stringID = piratehook, amount = 1},
ITEM = {slot = 1975, stringID = campfire, amount = 1},
ITEM = {slot = 1976, stringID = deepsnowrock, amount = 1},
ITEM = {slot = 1977, stringID = stonedoor, amount = 1},
ITEM = {slot = 1978, stringID = runichood, amount = 1},
ITEM = {slot = 1979, stringID = scryingcards, amount = 1},
ITEM = {slot = 1980, stringID = gatewaytablet, amount = 1},
ITEM = {slot = 1981, stringID = maplemodulartable, amount = 1},
ITEM = {slot = 1982, stringID = salmon, amount = 1},
ITEM = {slot = 1983, stringID = deepstonecolumn, amount = 1},
ITEM = {slot = 1984, stringID = granitearrowtrap, amount = 1},
ITEM = {slot = 1985, stringID = mosscoveredskull, amount = 1},
ITEM = {slot = 1986, stringID = deadwoodclock, amount = 1},
ITEM = {slot = 1987, stringID = swampcandlestand, amount = 1},
ITEM = {slot = 1988, stringID = rubycrown, amount = 1},
ITEM = {slot = 1989, stringID = bouncingarrow, amount = 1},
ITEM = {slot = 1990, stringID = emeraldstaff, amount = 1},
ITEM = {slot = 1991, stringID = deepsnowcaverocksmall, amount = 1},
ITEM = {slot = 1992, stringID = huntershirt, amount = 1},
ITEM = {slot = 1993, stringID = quicksandtile, amount = 1},
ITEM = {slot = 1994, stringID = dogplush, amount = 1},
ITEM = {slot = 1995, stringID = smithingshoes, amount = 1},
ITEM = {slot = 1996, stringID = telescopicladder, amount = 1},
ITEM = {slot = 1997, stringID = tuna, amount = 1},
ITEM = {slot = 1998, stringID = manaregenpotion, amount = 1},
ITEM = {slot = 1999, stringID = squeakytoy, amount = 1},
ITEM = {slot = 2000, stringID = maplebed, amount = 1},
ITEM = {slot = 2001, stringID = dryadcandelabra, amount = 1},
ITEM = {slot = 2002, stringID = goldoresnow, amount = 1},
ITEM = {slot = 2003, stringID = cannonball, amount = 1},
ITEM = {slot = 2004, stringID = importedpig, amount = 1},
ITEM = {slot = 2005, stringID = spiriturn, amount = 1},
ITEM = {slot = 2006, stringID = deepswampcaverock, amount = 1},
ITEM = {slot = 2007, stringID = bloodstains, amount = 1},
ITEM = {slot = 2008, stringID = importedcow, amount = 1},
ITEM = {slot = 2009, stringID = ivyboots, amount = 1},
ITEM = {slot = 2010, stringID = swampstonedoor, amount = 1},
ITEM = {slot = 2011, stringID = bonecabinet, amount = 1},
ITEM = {slot = 2012, stringID = simplesculpture, amount = 1},
ITEM = {slot = 2013, stringID = sandstonefloor, amount = 1},
ITEM = {slot = 2014, stringID = woodcolumn, amount = 1},
ITEM = {slot = 2015, stringID = deadwoodmodulartable, amount = 1},
ITEM = {slot = 2016, stringID = revivalpotion, amount = 1},
ITEM = {slot = 2017, stringID = spidercaverocksmall, amount = 1},
ITEM = {slot = 2018, stringID = willowbed, amount = 1},
ITEM = {slot = 2019, stringID = upgradeshardslimerock, amount = 1},
ITEM = {slot = 2020, stringID = fertilizer, amount = 1},
ITEM = {slot = 2021, stringID = dryadbench, amount = 1},
ITEM = {slot = 2022, stringID = slimeessence, amount = 1},
ITEM = {slot = 2023, stringID = bamboobookshelf, amount = 1},
ITEM = {slot = 2024, stringID = granite, amount = 1},
ITEM = {slot = 2025, stringID = potionbag, amount = 1},
ITEM = {slot = 2026, stringID = lifequartzbasaltrock, amount = 1},
ITEM = {slot = 2027, stringID = brokenirontool, amount = 1},
ITEM = {slot = 2028, stringID = dryadshovel, amount = 1},

ITEM = {slot = 2029, stringID = shadowbeam, amount = 1}
